filename,ground_truth,prediction,category
05_IMG_2E420008_2025-01-20_14-33-10_000768_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_13-35-43_000000_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_14-38-06_000109_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_14-40-54_000138_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_14-41-40_000144_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_14-51-44_000154_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_14-51-48_000155_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_14-52-43_000166_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_14-53-21_000174_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_14-53-26_000175_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_15-01-58_000233_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_15-02-46_000243_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_15-07-57_000270_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_15-09-25_000286_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_15-09-56_000293_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_15-10-23_000298_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_15-11-34_000312_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_15-16-24_000330_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_15-19-46_000371_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_15-19-54_000373_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_15-33-26_000421_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_15-33-32_000422_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_15-33-51_000426_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_15-34-22_000430_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_15-37-29_000464_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_15-55-50_000467_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_15-57-58_000492_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_16-07-05_000515_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_16-11-55_000548_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_16-12-27_000554_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_16-16-38_000573_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_16-16-44_000574_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_16-18-11_000594_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_16-19-28_000611_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_16-24-19_000632_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_16-27-29_000659_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_16-29-45_000679_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_16-49-27_000735_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_16-49-42_000738_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_16-50-06_000743_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_16-50-54_000750_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_16-51-37_000760_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_16-52-55_000775_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_16-53-03_000777_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_16-53-46_000783_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_16-53-50_000784_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_17-03-40_000865_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_17-13-50_000888_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_17-14-17_000894_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_17-17-52_000919_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_17-18-45_000931_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_17-23-11_000947_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_17-23-18_000949_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_17-24-08_000961_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_17-24-17_000963_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_17-25-25_000972_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_17-26-27_000980_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_17-26-54_000987_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_17-27-04_000990_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_17-27-40_000998_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_17-28-23_000999_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_17-30-11_001026_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_17-31-34_001028_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-24_17-33-17_001053_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-26_10-29-54_000003_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-26_10-32-55_000029_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-26_10-33-33_000037_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-26_10-34-28_000047_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-26_10-38-38_000057_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-26_10-41-16_000089_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-26_10-41-55_000096_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-26_10-43-18_000114_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-26_15-23-47_000462_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-26_15-26-08_000482_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-26_15-29-05_000500_GlossRatio_cropped.png,bad,bad,TP
05_IMG_2E420008_2025-02-26_15-29-46_000509_GlossRatio_cropped.png,bad,bad,TP
06_IMG_2E420008_2025-01-27_13-56-13_000014_GlossRatio_cropped.png,bad,bad,TP
06_IMG_2E420008_2025-01-27_14-00-58_000060_GlossRatio_cropped.png,bad,bad,TP
06_IMG_2E420008_2025-01-27_14-01-53_000065_GlossRatio_cropped.png,bad,bad,TP
06_IMG_2E420008_2025-01-27_14-21-07_000082_GlossRatio_cropped.png,bad,bad,TP
06_IMG_2E420008_2025-01-27_14-24-02_000108_GlossRatio_cropped.png,bad,bad,TP
06_IMG_2E420008_2025-01-27_14-30-21_000157_GlossRatio_cropped.png,bad,bad,TP
06_IMG_2E420008_2025-01-27_14-32-18_000181_GlossRatio_cropped.png,bad,bad,TP
06_IMG_2E420008_2025-01-27_14-32-52_000188_GlossRatio_cropped.png,bad,bad,TP
06_IMG_2E420008_2025-01-27_14-33-30_000195_GlossRatio_cropped.png,bad,bad,TP
06_IMG_2E420008_2025-01-27_14-37-41_000205_GlossRatio_cropped.png,bad,bad,TP
06_IMG_2E420008_2025-01-27_14-38-09_000209_GlossRatio_cropped.png,bad,bad,TP
06_IMG_2E420008_2025-01-27_14-38-29_000212_GlossRatio_cropped.png,bad,bad,TP
06_IMG_2E420008_2025-01-27_14-39-25_000220_GlossRatio_cropped.png,bad,bad,TP
06_IMG_2E420008_2025-01-27_14-41-33_000245_GlossRatio_cropped.png,bad,bad,TP
06_IMG_2E420008_2025-01-27_14-48-04_000269_GlossRatio_cropped.png,bad,bad,TP
06_IMG_2E420008_2025-01-27_14-53-14_000310_GlossRatio_cropped.png,bad,bad,TP
06_IMG_2E420008_2025-01-27_14-57-14_000317_GlossRatio_cropped.png,bad,bad,TP
06_IMG_2E420008_2025-01-27_14-58-14_000330_GlossRatio_cropped.png,bad,bad,TP
06_IMG_2E420008_2025-01-27_14-58-38_000335_GlossRatio_cropped.png,bad,bad,TP
06_IMG_2E420008_2025-01-27_14-58-45_000337_GlossRatio_cropped.png,bad,bad,TP
06_IMG_2E420008_2025-01-27_14-59-38_000348_GlossRatio_cropped.png,bad,bad,TP
06_IMG_2E420008_2025-01-27_15-01-19_000369_GlossRatio_cropped.png,bad,bad,TP
06_IMG_2E420008_2025-01-27_15-01-48_000375_GlossRatio_cropped.png,bad,bad,TP
06_IMG_2E420008_2025-01-27_15-07-05_000416_GlossRatio_cropped.png,bad,bad,TP
11_IMG_2E420008_2025-01-29_15-06-17_000014_GlossRatio_cropped.png,bad,bad,TP
11_IMG_2E420008_2025-01-29_15-07-18_000021_GlossRatio_cropped.png,bad,bad,TP
11_IMG_2E420008_2025-01-29_15-12-42_000035_GlossRatio_cropped.png,bad,bad,TP
11_IMG_2E420008_2025-01-29_15-13-44_000037_GlossRatio_cropped.png,bad,bad,TP
11_IMG_2E420008_2025-01-29_15-14-20_000043_GlossRatio_cropped.png,bad,bad,TP
11_IMG_2E420008_2025-01-29_15-19-35_000060_GlossRatio_cropped.png,bad,bad,TP
11_IMG_2E420008_2025-01-29_15-33-13_000127_GlossRatio_cropped.png,bad,bad,TP
11_IMG_2E420008_2025-01-29_15-34-08_000133_GlossRatio_cropped.png,bad,bad,TP
11_IMG_2E420008_2025-01-29_16-31-25_000191_GlossRatio_cropped.png,bad,bad,TP
11_IMG_2E420008_2025-01-29_16-31-30_000192_GlossRatio_cropped.png,bad,bad,TP
11_IMG_2E420008_2025-01-29_16-32-28_000201_GlossRatio_cropped.png,bad,bad,TP
11_IMG_2E420008_2025-01-29_16-32-44_000204_GlossRatio_cropped.png,bad,bad,TP
11_IMG_2E420008_2025-01-29_16-33-03_000208_GlossRatio_cropped.png,bad,bad,TP
11_IMG_2E420008_2025-01-29_16-34-52_000215_GlossRatio_cropped.png,bad,bad,TP
11_IMG_2E420008_2025-01-29_16-46-58_000251_GlossRatio_cropped.png,bad,bad,TP
11_IMG_2E420008_2025-01-29_16-49-28_000273_GlossRatio_cropped.png,bad,bad,TP
11_IMG_2E420008_2025-01-29_16-52-46_000283_GlossRatio_cropped.png,bad,bad,TP
11_IMG_2E420008_2025-01-29_16-53-42_000288_GlossRatio_cropped.png,bad,bad,TP
11_IMG_2E420008_2025-01-29_16-53-59_000291_GlossRatio_cropped.png,bad,bad,TP
11_IMG_2E420008_2025-01-29_16-58-18_000311_GlossRatio_cropped.png,bad,bad,TP
11_IMG_2E420008_2025-01-29_16-59-30_000324_GlossRatio_cropped.png,bad,bad,TP
11_IMG_2E420008_2025-01-29_16-59-54_000328_GlossRatio_cropped.png,bad,bad,TP
11_IMG_2E420008_2025-01-31_11-03-32_000004_GlossRatio_cropped.png,bad,bad,TP
22_IMG_2E420008_2025-01-20_10-24-22_000123_GlossRatio_cropped.png,bad,bad,TP
22_IMG_2E420008_2025-01-24_15-08-55_000021_GlossRatio_cropped.png,bad,bad,TP
22_IMG_2E420008_2025-01-24_15-12-28_000027_GlossRatio_cropped.png,bad,bad,TP
22_IMG_2E420008_2025-01-24_15-13-25_000039_GlossRatio_cropped.png,bad,bad,TP
22_IMG_2E420008_2025-01-24_15-15-05_000059_GlossRatio_cropped.png,bad,bad,TP
22_IMG_2E420008_2025-01-24_15-15-36_000064_GlossRatio_cropped.png,bad,bad,TP
22_IMG_2E420008_2025-01-24_15-19-24_000090_GlossRatio_cropped.png,bad,bad,TP
22_IMG_2E420008_2025-01-24_15-19-36_000091_GlossRatio_cropped.png,bad,bad,TP
22_IMG_2E420008_2025-01-24_15-25-53_000151_GlossRatio_cropped.png,bad,bad,TP
22_IMG_2E420008_2025-01-24_15-26-05_000154_GlossRatio_cropped.png,bad,bad,TP
22_IMG_2E420008_2025-01-27_10-50-20_000027_GlossRatio_cropped.png,bad,bad,TP
22_IMG_2E420008_2025-01-27_10-51-56_000043_GlossRatio_cropped.png,bad,bad,TP
22_IMG_2E420008_2025-01-27_10-55-21_000063_GlossRatio_cropped.png,bad,bad,TP
22_IMG_2E420008_2025-01-27_10-55-43_000067_GlossRatio_cropped.png,bad,bad,TP
22_IMG_2E420008_2025-01-27_10-55-48_000068_GlossRatio_cropped.png,bad,bad,TP
22_IMG_2E420008_2025-01-27_10-57-04_000081_GlossRatio_cropped.png,bad,bad,TP
22_IMG_2E420008_2025-01-27_10-57-37_000086_GlossRatio_cropped.png,bad,bad,TP
22_IMG_2E420008_2025-01-27_11-08-16_000117_GlossRatio_cropped.png,bad,bad,TP
22_IMG_2E420008_2025-01-27_11-10-03_000138_GlossRatio_cropped.png,bad,bad,TP
22_IMG_2E420008_2025-01-27_11-10-21_000141_GlossRatio_cropped.png,bad,bad,TP
22_IMG_2E420008_2025-01-27_11-11-09_000150_GlossRatio_cropped.png,bad,bad,TP
22_IMG_2E420008_2025-01-27_11-51-27_000164_GlossRatio_cropped.png,bad,bad,TP
22_IMG_2E420008_2025-01-27_11-53-19_000187_GlossRatio_cropped.png,bad,bad,TP
22_IMG_2E420008_2025-01-27_11-53-58_000195_GlossRatio_cropped.png,bad,bad,TP
22_IMG_2E420008_2025-01-27_11-54-06_000197_GlossRatio_cropped.png,bad,bad,TP
22_IMG_2E420008_2025-01-27_11-54-36_000202_GlossRatio_cropped.png,bad,bad,TP
22_IMG_2E420008_2025-01-27_11-55-18_000210_GlossRatio_cropped.png,bad,bad,TP
22_IMG_2E420008_2025-01-27_12-04-18_000281_GlossRatio_cropped.png,bad,bad,TP
24_IMG_2E420008_2025-02-10_15-31-09_000277_GlossRatio_cropped.png,bad,bad,TP
25_IMG_2E420008_2025-02-10_14-55-44_000090_GlossRatio_cropped.png,bad,bad,TP
25_IMG_2E420008_2025-02-10_14-56-26_000099_GlossRatio_cropped.png,bad,bad,TP
25_IMG_2E420008_2025-02-10_14-57-09_000106_GlossRatio_cropped.png,bad,bad,TP
25_IMG_2E420008_2025-02-10_14-57-18_000108_GlossRatio_cropped.png,bad,bad,TP
25_IMG_2E420008_2025-02-10_14-57-36_000112_GlossRatio_cropped.png,bad,bad,TP
25_IMG_2E420008_2025-02-10_14-59-15_000130_GlossRatio_cropped.png,bad,bad,TP
GOOD_IMG_2E420008_2025-01-13_15-57-30_000408_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-13_16-11-24_000453_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-13_16-11-46_000457_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-13_16-11-55_000459_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-13_16-14-37_000478_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-13_16-16-02_000496_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-15_15-49-36_000006_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-15_15-50-17_000014_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-15_15-57-35_000093_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-15_16-03-33_000153_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-15_16-05-36_000177_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-15_16-21-14_000305_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-15_16-22-57_000312_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-15_16-23-12_000315_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-15_16-27-07_000361_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-15_16-30-18_000399_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-15_16-46-51_000512_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-15_16-47-35_000522_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-15_16-48-18_000532_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-17_10-47-31_000017_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-17_11-03-01_000129_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-17_11-07-37_000167_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-17_11-13-58_000229_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-17_11-38-10_000389_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-17_11-38-56_000398_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-31_11-06-04_000016_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-31_11-06-14_000018_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-31_11-06-33_000022_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-31_11-37-32_000128_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-31_11-37-51_000132_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-31_11-39-51_000152_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-31_11-52-26_000162_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-31_13-21-41_000310_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-31_13-24-22_000340_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-31_13-34-37_000392_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-31_13-42-22_000446_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-31_13-46-24_000469_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-31_14-01-25_000570_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-31_16-03-33_000862_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-31_16-27-49_000919_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-31_16-28-07_000922_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-31_16-31-12_000946_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-01-31_16-37-26_001011_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-02-03_11-48-31_000431_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-02-03_11-57-22_000534_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-02-03_13-33-37_000631_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-02-03_14-02-31_000684_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-02-03_14-19-45_000724_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-02-03_14-21-57_000757_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-02-03_14-24-06_000772_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-02-03_14-27-30_000820_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-02-03_14-42-04_000880_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-02-03_14-42-48_000890_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-02-03_14-43-01_000893_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-02-03_14-45-40_000934_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-02-03_14-57-54_000942_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-02-03_14-59-50_000971_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-02-03_15-06-43_001050_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_11-34-34_000055_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_11-35-35_000072_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_11-36-26_000083_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_11-36-42_000087_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_11-47-57_000226_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_11-50-52_000257_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_11-54-05_000295_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_11-57-48_000339_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_12-00-13_000368_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_12-08-32_000440_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_13-11-54_000498_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_13-16-33_000546_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_13-24-49_000638_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_13-31-07_000712_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_13-31-33_000719_GlossRatio_cropped.png,good,good,TN
